Gradient_Magnitude,Normals_0,Normals_1,Normals_2,Points_0,Points_1,Points_2,R (m/s),temperature
4.4359e+07,-0.165827,0.632007,-0.756351,-0.000120493,1.73078e-05,-3.21241e-05,0.0829135,3454.85
3.95149e+07,-0.165825,0.64642,-0.744724,-0.000144682,1.95496e-05,-2.3583e-05,0.0829126,3454.85
3.63984e+07,-0.165825,0.632234,-0.75679,-0.000141985,1.54211e-05,-2.75471e-05,0.0829125,3454.85
3.40346e+07,-0.165825,0.96129,-0.219289,-0.000181477,2.41576e-05,-6.31875e-08,0.0829123,3454.85
6.65008e+07,-0.165824,0.933141,-0.315576,-0.000102406,3.67486e-05,-8.86847e-06,0.0829118,3454.85
1.48094e+08,-0.165823,0.393981,-0.903759,-4.50504e-05,8.16055e-06,-5.79639e-05,0.0829117,3454.85
3.39609e+07,-0.16582,0.959986,-0.222706,-0.000181741,2.41265e-05,0,0.08291,3454.85
3.20857e+07,-0.165819,0.959987,-0.225043,-0.000176484,2.49576e-05,-6.31875e-08,0.0829094,3454.85
3.94186e+07,-0.165818,0.767718,-0.618858,-0.000152687,2.29223e-05,-1.81559e-05,0.0829088,3454.85
3.83364e+07,-0.165817,0.63105,-0.757747,-0.000143758,1.72657e-05,-2.56988e-05,0.0829086,3454.85
3.85014e+07,-0.165817,0.748639,-0.640571,-0.000152716,2.14541e-05,-1.98848e-05,0.0829085,3454.85
1.70574e+08,-0.165815,0.296918,-0.939299,-4.33695e-05,5.2263e-06,-5.97669e-05,0.0829075,3454.85
5.11371e+07,-0.165814,0.821457,-0.5453,-0.000122371,2.81845e-05,-1.95592e-05,0.0829071,3454.85
1.04968e+08,-0.165814,0.667251,-0.725326,-5.63908e-05,1.69155e-05,-4.89778e-05,0.0829071,3454.85
5.29023e+07,-0.165813,0.754536,-0.634605,-0.000108071,2.35196e-05,-2.94177e-05,0.0829066,3454.85
